0	1	0	0	0	0	0	18.8496	1	0	0	0	5	5	5	-2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.01	0.996294	-0.00150441	0.00208605	0.0942145	-0.667472	0.913688	18.8754	0.999998	-0.00166655	0.00196345	2.23684e-06	4.99507	4.96948	4.99961	-2	2	1	-31.2496	82.3283	9.52591	-2.84209	0	0	0	7.51196	0	0	0	0.888826	0.000104341	0	0	0	-0.000104471	0	0	0	-0.110641	0.0475825	0	0	-2.27483e-07	0	0	0	0.228527	0	0	-1.20413e-06	0	0	0	0.00209052	0	0	-0.000155558	-2.27483e-07	0	0	1.08304e-11	0	0	0	-1.20413e-06	0	0	2.74577e-11	0	0	0	-0.000155558	0	0	7.08429e-05	-0.158587	-1.57245	-0.0383789	5.21102e-06	1.43433e-05	0.00545293	
0.02	0.983684	-0.00585935	0.0066341	0.187792	-0.991425	1.02669	18.903	0.999965	-0.0069171	0.0055264	3.42762e-05	4.99387	4.9533	4.9992	-2	2	1	5.77377	87.6225	12.3382	0.548913	0	0	0	8.01366	0	0	0	1.22847	0.00274325	0	0	0	-0.00415846	0	0	0	-0.551668	0.0738577	0	0	-1.19132e-05	0	0	0	0.822813	0	0	-0.000128279	0	0	0	0.0130232	0	0	-0.00342424	-1.19132e-05	0	0	1.53786e-08	0	0	0	-0.000128279	0	0	3.76432e-08	0	0	0	-0.00342424	0	0	0.00111294	0.406338	-2.63461	-0.0808971	-0.000414226	0.000289715	0.0176496	
0.03	0.962233	-0.0108765	0.0111982	0.279899	-0.898821	0.987847	18.9309	0.999887	-0.0134467	0.00792195	0.000100318	4.98885	4.92967	4.99877	-2	2	1	36.3445	102.165	13.4609	3.34785	0	0	0	9.38304	0	0	0	1.34168	0.00389063	0	0	0	-0.00966273	0	0	0	-0.595991	0.110826	0	0	4.9087e-05	0	0	0	1.56126	0	0	-0.000686785	0	0	0	0.0294135	0	0	-0.0108698	4.9087e-05	0	0	1.23158e-07	0	0	0	-0.000686785	0	0	4.70176e-07	0	0	0	-0.0108698	0	0	0.00452304	-0.194357	-4.7599	-0.111968	-0.00153127	0.00192421	0.0317177	
0.04	0.932114	-0.014942	0.0158681	0.36969	-0.62531	1.01415	18.9592	0.999775	-0.0195793	0.00954116	0.000179217	4.98415	4.90025	4.99832	-2	2	1	44.5988	114.847	14.2995	4.10509	0	0	0	10.6004	0	0	0	1.39378	0.00355725	0	0	0	-0.011863	0	0	0	-0.457569	0.249646	0	0	0.000186771	0	0	0	2.54821	0	0	-0.00173684	0	0	0	0.0480305	0	0	-0.0181811	0.000186771	0	0	2.60927e-07	0	0	0	-0.00173684	0	0	1.5888e-06	0	0	0	-0.0181811	0	0	0.0074046	-0.635079	-7.13966	-0.141584	-0.00198423	0.00445526	0.0433683	
0.05	0.893579	-0.0176442	0.0211381	0.456341	-0.333086	1.07956	18.9881	0.999636	-0.0251263	0.0111836	0.000272232	4.98045	4.87165	4.99785	-2	2	1	43.4959	117.261	14.7946	4.0058	0	0	0	10.8788	0	0	0	1.42699	0.00444389	0	0	0	-0.0148603	0	0	0	-0.393935	0.415467	0	0	0.000344617	0	0	0	3.70255	0	0	-0.00313961	0	0	0	0.0678624	0	0	-0.0242082	0.000344617	0	0	4.12134e-07	0	0	0	-0.00313961	0	0	3.29724e-06	0	0	0	-0.0242082	0	0	0.00924021	-0.729547	-8.59903	-0.167829	-0.00207509	0.00622596	0.0513607	
0.06	0.846948	-0.0190688	0.0271098	0.539054	-0.0696876	1.11827	19.017	0.999469	-0.0303918	0.0130943	0.000387969	4.97679	4.84601	4.99737	-2	2	1	43.0379	113.458	14.957	3.96607	0	0	0	10.5788	0	0	0	1.44243	0.00698245	0	0	0	-0.0199733	0	0	0	-0.400264	0.574526	0	0	0.000563795	0	0	0	4.85995	0	0	-0.0049681	0	0	0	0.0884192	0	0	-0.029889	0.000563795	0	0	7.16763e-07	0	0	0	-0.0049681	0	0	6.19825e-06	0	0	0	-0.029889	0	0	0.0108105	-0.847933	-9.33598	-0.19003	-0.00223928	0.00738913	0.0574999	
0.07	0.792613	-0.0192956	0.0335841	0.617071	0.167674	1.09936	19.0461	0.999272	-0.0355475	0.0151878	0.000528675	4.97266	4.82261	4.99689	-2	2	1	44.7604	108.687	14.9801	4.12681	0	0	0	10.1826	0	0	0	1.44811	0.0101271	0	0	0	-0.0257662	0	0	0	-0.421924	0.737565	0	0	0.000899884	0	0	0	5.94346	0	0	-0.00730465	0	0	0	0.109296	0	0	-0.0358168	0.000899884	0	0	1.4125e-06	0	0	0	-0.00730465	0	0	1.1254e-05	0	0	0	-0.0358168	0	0	0.012494	-1.06639	-9.90382	-0.210496	-0.00269047	0.00861752	0.0633122	
0.08	0.731044	-0.0183073	0.040296	0.689672	0.384808	1.02257	19.0751	0.999047	-0.0405956	0.0173668	0.000692671	4.96803	4.80065	4.99642	-2	2	1	47.1034	104.736	14.9779	4.34502	0	0	0	9.85716	0	0	0	1.44985	0.0130948	0	0	0	-0.0310367	0	0	0	-0.434089	0.916221	0	0	0.00138161	0	0	0	6.95204	0	0	-0.0101204	0	0	0	0.130289	0	0	-0.0420187	0.00138161	0	0	2.71346e-06	0	0	0	-0.0101204	0	0	1.91303e-05	0	0	0	-0.0420187	0	0	0.0143264	-1.33217	-10.5052	-0.230726	-0.00340651	0.0103004	0.0692892	
0.09	0.662778	-0.0160605	0.0470128	0.756183	0.578358	0.89857	19.104	0.998796	-0.0454977	0.0196049	0.000878648	4.96303	4.77993	4.99595	-2	2	1	49.0858	101.315	14.9489	4.53071	0	0	0	9.57631	0	0	0	1.44749	0.0159445	0	0	0	-0.0356486	0	0	0	-0.437066	1.11261	0	0	0.00201564	0	0	0	7.90029	0	0	-0.0133368	0	0	0	0.151284	0	0	-0.0483381	0.00201564	0	0	4.76213e-06	0	0	0	-0.0133368	0	0	3.00524e-05	0	0	0	-0.0483381	0	0	0.0162285	-1.60313	-11.1153	-0.250586	-0.00428016	0.0123719	0.0752672	
0.1	0.588417	-0.0125421	0.0535328	0.815982	0.740103	0.7385	19.1327	0.998523	-0.0502373	0.0219084	0.00108647	4.95773	4.76048	4.99548	-2	2	1	50.6618	97.9456	14.8637	4.6797	0	0	0	9.29551	0	0	0	1.43935	0.0189516	0	0	0	-0.0398874	0	0	0	-0.43652	1.3243	0	0	0.00280805	0	0	0	8.79473	0	0	-0.0168822	0	0	0	0.172141	0	0	-0.0546567	0.00280805	0	0	7.73046e-06	0	0	0	-0.0168822	0	0	4.41167e-05	0	0	0	-0.0546567	0	0	0.0181429	-1.8726	-11.6867	-0.269496	-0.00528779	0.0146387	0.0809965	
0.11	0.50862	-0.0077806	0.0596651	0.868506	0.862408	0.552059	19.1611	0.99823	-0.054816	0.0242811	0.00131623	4.95217	4.74234	4.99503	-2	2	1	52.041	94.5106	14.7146	4.81123	0	0	0	9.00388	0	0	0	1.42518	0.0221891	0	0	0	-0.0438893	0	0	0	-0.434878	1.54916	0	0	0.00377227	0	0	0	9.63595	0	0	-0.0207008	0	0	0	0.192689	0	0	-0.060914	0.00377227	0	0	1.18677e-05	0	0	0	-0.0207008	0	0	6.14633e-05	0	0	0	-0.060914	0	0	0.0200484	-2.1476	-12.2083	-0.287189	-0.00646607	0.0170084	0.0863853	
0.12	0.424099	-0.00183902	0.0652223	0.913256	0.940468	0.348553	19.1891	0.997916	-0.0592389	0.0267188	0.00156763	4.94633	4.72544	4.99458	-2	2	1	53.3251	91.0749	14.5109	4.9346	0	0	0	8.7078	0	0	0	1.40583	0.025573	0	0	0	-0.0476049	0	0	0	-0.432066	1.78631	0	0	0.00492355	0	0	0	10.4241	0	0	-0.0247427	0	0	0	0.212769	0	0	-0.0670698	0.00492355	0	0	1.74595e-05	0	0	0	-0.0247427	0	0	8.22023e-05	0	0	0	-0.0670698	0	0	0.0219357	-2.43194	-12.6872	-0.303676	-0.00784566	0.0194662	0.0914406	
